/* Names data file for localisation
 * The id's should be less than 20 chars 
 *
 * Text like this "*text*" is not final and should not be translated.
 */ 

/*
 * VEHICLES
 */

/* FINAL VEHICLES */
ZNULLDESIGN				_("New Design")
HowitzerSuper			_("Mavor's Littlest Brother")
HowitzerPlasSuper			_("Super Plasmite Howitzer")
HowitzerRamjetSuper		_("Super Sureshot Howitzer")
HowitzerGaussSuper		_("Mavor's 2nd Littlest Brother")
HowitzerGaussPlasSuper		_("Super Gauss Plasmite Howitzer")
HowitzerGaussRamjetSuper	_("Super Longshot Howitzer")
MissileArraySuper			_("Super Missile Array")
MissileArrayPlasSuper		_("Super Plasmite Missile Array")
RailgunSuper			_("Super Gauss Autocannon")
RailgunGattlingSuper		_("Sasha's Future Counterpart")
RailgunGattlingPlasSuper	_("Flame-Spitting Death Machine")
LaserSuper				_("Obelisk of Light")
LaserSuper2				_("Monkeylord's Microwave Laser of Doom")
LaserPlasmaSuper			_("Death Ray")
FlamerPlasmaSuper			_("Super Plasma Cannon")
SpyTurretSuper			_("Loyalty Gun")
EMPSuper				_("Super EMP Autocannon")
LasSatEMP				_("Tactical EMP Support Power")

//Cyborg Turrets

HvyCybSpade				_("Super Engineer")
CyborgSpade2			_("Combat Engineer II")
HvyCybSpade2			_("Super Engineer II")
CyborgSpade3			_("Combat Engineer III")
HvyCybSpade3			_("Super Engineer III")
CyborgSpade4			_("Combat Engineer IV")
HvyCybSpade4			_("Super Engineer IV")

HvyCybRepair			_("Super Mechanic")
CyborgRepair2			_("Cyborg Mechanic II")
HvyCybRepair2			_("Super Mechanic II")
CyborgRepair3			_("Cyborg Mechanic III")
HvyCybRepair3			_("Super Mechanic III")
CyborgRepair4			_("Cyborg Mechanic IV")
HvyCybRepair4			_("Super Mechanic IV")

Cyb-Wpn-MortarInc			_("Firebomber")
HvyCyb-Wpn-MortarRot		_("Super Grenadier")
Cyb-Wpn-Mortar-Gauss		_("Gauss Grenadier")
Cyb-Wpn-Mortar-GaussInc		_("Gauss Firebomber")
HvyCyb-Wpn-Mortar-Ramjet	_("Super Sureshot Cyborg")
HvyCyb-Wpn-Mortar-GaussRamjet	_("Super Longshot Cyborg")

HvyCyb-Wpn-Cannon-HPVAslt	_("Super HPV Autogunner")
Cyb-Wpn-Cannon-HPVLgt		_("HPV Gunner")
HvyCyb-Wpn-Cannon-Shotgun	_("Super Shotgunner")
Cyb-Wpn-Cannon-Sniper		_("Sniper")

HvyCyb-Wpn-EMP			_("Super EMP Gunner")

HvyCyb-Wpn-Flamer1		_("Super Flamer")
HvyCyb-Wpn-Flamer2		_("Super Thermite Flamer")
HvyCyb-Wpn-Flamer3		_("Super Plasmite Flamer")

Cyb-Wpn-Laser-AP1			_("Laser Gunner")
HvyCyb-Wpn-Laser-AP1		_("Super Laser Gunner")
Cyb-Wpn-Laser-AT1			_("Laser Cannon Cyborg")
HvyCyb-Wpn-Laser-AT1		_("Super Laser Cannon Cyborg")
Cyb-Wpn-Laser-AP3			_("Flashlight Gunner")
HvyCyb-Wpn-Laser-AP3		_("Super Flashlight Gunner")
Cyb-Wpn-Laser-AT3			_("Pulse Laser Gunner")
HvyCyb-Wpn-Laser-AT3		_("Super Pulse Laser Gunner")

HvyCyb-Wpn-MG3			_("Super Machinegunner")
HvyCyb-Wpn-MG4			_("Super Assault Gunner")
HvyCyb-Wpn-MG-AntiTank		_("Super Vulcan Minigunner")
HvyCyb-Wpn-MG-AntiTank2		_("Super Punisher Minigunner")
HvyCyb-Wpn-MG-AntiTankGss	_("Super Hellfury Gauss Gunner")
Cyb-Wpn-MG3Inc			_("Incendiary Machinegunner")
HvyCyb-Wpn-MG3Inc			_("Super Incendiary Machinegunner")
Cyb-Wpn-MG4Inc			_("Hellspitter Machinegunner")
HvyCyb-Wpn-MG4Inc			_("Super Hellspitter Machinegunner")

HvyCyb-Wpn-Railgun-Gattling	_("Super Leadsprayer Cyborg")
HvyCyb-Wpn-Railgun-GattlingInc	_("Super Hellsprayer Cyborg")
HvyCyb-Wpn-Railgun-Shotgun	_("Super Gauss Shotgunner")
Cyb-Wpn-Railgun-Sniper		_("Gauss Sniper")
HvyCyb-Wpn-Railgun-Aslt		_("Super Auto Needlegunner")

HvyCyb-Wpn-Rocket-Pod		_("Super Minipod Cyborg")
HvyCyb-Wpn-Rocket-LtA-T		_("Super Lancer")
Cyb-Wpn-Rocket-HvyA-T		_("Tank Killer")
HvyCyb-Wpn-Rocket-MRL		_("Super MRL Cyborg")
Cyb-Wpn-Rocket-Sunburst		_("Sunburst Cyborg")
HvyCyb-Wpn-Rocket-Sunburst	_("Super Sunburst Cyborg")
HvyCyb-Wpn-Missile-MdArt	_("Super Seraph Cyborg")
HvyCyb-Wpn-Missile-LtSAM	_("Super Solar Flare Cyborg")
HvyCyb-Wpn-Missile-HvySAM	_("Super Avenger Cyborg")
HvyCyb-Wpn-Rocket-Pod2		_("Super Assault Pod Cyborg")
HvyCyb-Wpn-Rocket-Pod3		_("Super Erinyes Cyborg")
HvyCyb-Wpn-Rocket-TopAttack	_("Super Assault MRL Cyborg")
Cyb-Wpn-Rocket-Cherub		_("Cherub Cyborg")
HvyCyb-Wpn-Rocket-Cherub	_("Super Cherub Cyborg")
HvyCyb-Wpn-Rocket-TopAtkInc	_("Super Incendiary MRL Cyborg")
HvyCyb-Wpn-Rocket-TopAtkPlas	_("Super Ifrit Cyborg")

Cyb-Wpn-SpyTurret01		_("Cyborg Hacker")
Cyb-Wpn-SpyTurret02		_("Cyborg Hacker II")
Cyb-Wpn-SpyTurret03		_("Cyborg Hacker II")
HvyCyb-Wpn-SpyTurretNEXUS	_("Super Hacker")

//Cyborg Bodies

HvyCyborgLegs		_("Super Cyborg Propulsion")

HvyCyb-Bod-ComEng			_("Super Engineer")
Cyb-Bod-ComEng2			_("Combat Engineer II")
HvyCyb-Bod-ComEng2		_("Super Engineer II")
Cyb-Bod-ComEng3			_("Combat Engineer III")
HvyCyb-Bod-ComEng3		_("Super Engineer III")
Cyb-Bod-ComEng4			_("Combat Engineer IV")
HvyCyb-Bod-ComEng4		_("Super Engineer IV")

HvyCyb-Bod-Mechanic		_("Super Mechanic")
Cyb-Bod-Mechanic2			_("Cyborg Mechanic II")
HvyCyb-Bod-Mechanic2		_("Super Mechanic II")
Cyb-Bod-Mechanic3			_("Cyborg Mechanic III")
HvyCyb-Bod-Mechanic3		_("Super Mechanic III")
Cyb-Bod-Mechanic4			_("Cyborg Mechanic IV")
HvyCyb-Bod-Mechanic4		_("Super Mechanic IV")

Cyb-Bod-MortarInc			_("Firebomber")
HvyCyb-Bod-MortarRot		_("Super Grenadier")
Cyb-Bod-Mortar-Gauss		_("Gauss Grenadier")
Cyb-Bod-Mortar-GaussInc		_("Gauss Firebomber")
HvyCyb-Bod-Mortar-Ramjet	_("Super Sureshot Cyborg")
HvyCyb-Bod-Mortar-GaussRamjet	_("Super Longshot Cyborg")

HvyCyb-Bod-Cannon-HPVAslt	_("Super HPV Autogunner")
Cyb-Bod-Cannon-HPVLgt		_("HPV Gunner")
HvyCyb-Bod-Cannon-Shotgun	_("Super Shotgunner")
Cyb-Bod-Cannon-Sniper		_("Sniper")

HvyCyb-Bod-EMP			_("Super EMP Gunner")

HvyCyb-Bod-Flamer1		_("Super Flamer")
HvyCyb-Bod-Flamer2		_("Super Thermite Flamer")
HvyCyb-Bod-Flamer3		_("Super Plasmite Flamer")

Cyb-Bod-Laser-AP1			_("Laser Gunner")
HvyCyb-Bod-Laser-AP1		_("Super Laser Gunner")
Cyb-Bod-Laser-AT1			_("Laser Cannon Cyborg")
HvyCyb-Bod-Laser-AT1		_("Super Laser Cannon Cyborg")
Cyb-Bod-Laser-AP3			_("Flashlight Gunner")
HvyCyb-Bod-Laser-AP3		_("Super Flashlight Gunner")
Cyb-Bod-Laser-AT3			_("Pulse Laser Gunner")
HvyCyb-Bod-Laser-AT3		_("Super Pulse Laser Gunner")

HvyCyb-Bod-MG3			_("Super Machinegunner")
HvyCyb-Bod-MG4			_("Super Assault Gunner")
HvyCyb-Bod-MG-AntiTank		_("Super Vulcan Minigunner")
HvyCyb-Bod-MG-AntiTank2		_("Super Punisher Minigunner")
HvyCyb-Bod-MG-AntiTankGss	_("Super Hellfury Gauss Gunner")
Cyb-Bod-MG3Inc			_("Incendiary Machinegunner")
HvyCyb-Bod-MG3Inc			_("Super Incendiary Machinegunner")
Cyb-Bod-MG4Inc			_("Hellspitter Machinegunner")
HvyCyb-Bod-MG4Inc			_("Super Hellspitter Machinegunner")

HvyCyb-Bod-Railgun-Gattling	_("Super Leadsprayer Cyborg")
HvyCyb-Bod-Railgun-GattlingInc	_("Super Hellsprayer Cyborg")
HvyCyb-Bod-Railgun-Shotgun	_("Super Gauss Shotgunner")
Cyb-Bod-Railgun-Sniper		_("Gauss Sniper")
HvyCyb-Bod-Railgun-Aslt		_("Super Auto Needlegunner")

HvyCyb-Bod-Rocket-Pod		_("Super Minipod Cyborg")
HvyCyb-Bod-Rocket-LtA-T		_("Super Lancer")
Cyb-Bod-Rocket-HvyA-T		_("Tank Killer")
HvyCyb-Bod-Rocket-MRL		_("Super MRL Cyborg")
Cyb-Bod-Rocket-Sunburst		_("Sunburst Cyborg")
HvyCyb-Bod-Rocket-Sunburst	_("Super Sunburst Cyborg")
HvyCyb-Bod-Missile-MdArt	_("Super Seraph Cyborg")
HvyCyb-Bod-Missile-LtSAM	_("Super Solar Flare Cyborg")
HvyCyb-Bod-Missile-HvySAM	_("Super Avenger Cyborg")
HvyCyb-Bod-Rocket-Pod2		_("Super Assault Pod Cyborg")
HvyCyb-Bod-Rocket-Pod3		_("Super Erinyes Cyborg")
HvyCyb-Bod-Rocket-TopAttack	_("Super Assault MRL Cyborg")
Cyb-Bod-Rocket-Cherub		_("Cherub Cyborg")
HvyCyb-Bod-Rocket-Cherub	_("Super Cherub Cyborg")
HvyCyb-Bod-Rocket-TopAtkInc	_("Super Incendiary MRL Cyborg")
HvyCyb-Bod-Rocket-TopAtkPlas	_("Super Ifrit Cyborg")

Cyb-Bod-SpyTurret01		_("Cyborg Hacker")
Cyb-Bod-SpyTurret02		_("Cyborg Hacker II")
Cyb-Bod-SpyTurret03		_("Cyborg Hacker II")
HvyCyb-Bod-SpyTurretNEXUS	_("Super Hacker")

//Cyborg Templates

HvyCyb-ComEng			_("Super Engineer")
Cyb-ComEng2				_("Combat Engineer II")
HvyCyb-ComEng2			_("Super Engineer II")
Cyb-ComEng3				_("Combat Engineer III")
HvyCyb-ComEng3			_("Super Engineer III")
Cyb-ComEng4				_("Combat Engineer IV")
HvyCyb-ComEng4			_("Super Engineer IV")

HvyCyb-Mechanic			_("Super Mechanic")
Cyb-Mechanic2			_("Cyborg Mechanic II")
HvyCyb-Mechanic2			_("Super Mechanic II")
Cyb-Mechanic3			_("Cyborg Mechanic III")
HvyCyb-Mechanic3			_("Super Mechanic III")
Cyb-Mechanic4			_("Cyborg Mechanic IV")
HvyCyb-Mechanic4			_("Super Mechanic IV")

Cyb-MortarInc			_("Firebomber")
HvyCyb-MortarRot			_("Super Grenadier")
Cyb-Mortar-Gauss			_("Gauss Grenadier")
Cyb-Mortar-GaussInc		_("Gauss Firebomber")
HvyCyb-Mortar-Ramjet		_("Super Sureshot Cyborg")
HvyCyb-Mortar-GaussRamjet	_("Super Longshot Cyborg")

HvyCyb-Cannon-HPVAslt		_("Super HPV Autogunner")
Cyb-Cannon-HPVLgt			_("HPV Gunner")
HvyCyb-Cannon-Shotgun		_("Super Shotgunner")
Cyb-Cannon-Sniper			_("Sniper")

HvyCyb-EMP				_("Super EMP Gunner")

HvyCyb-Flamer1			_("Super Flamer")
HvyCyb-Flamer2			_("Super Thermite Flamer")
HvyCyb-Flamer3			_("Super Plasmite Flamer")

Cyb-Laser-AP1			_("Laser Gunner")
HvyCyb-Laser-AP1			_("Super Laser Gunner")
Cyb-Laser-AT1			_("Laser Cannon Cyborg")
HvyCyb-Laser-AT1			_("Super Laser Cannon Cyborg")
Cyb-Laser-AP3			_("Flashlight Gunner")
HvyCyb-Laser-AP3			_("Super Flashlight Gunner")
Cyb-Laser-AT3			_("Pulse Laser Gunner")
HvyCyb-Laser-AT3			_("Super Pulse Laser Gunner")

HvyCyb-MG3				_("Super Machinegunner")
HvyCyb-MG4				_("Super Assault Gunner")
HvyCyb-MG-AntiTank		_("Super Vulcan Minigunner")
HvyCyb-MG-AntiTank2		_("Super Punisher Minigunner")
HvyCyb-MG-AntiTankGss		_("Super Hellfury Gauss Gunner")
Cyb-MG3Inc				_("Incendiary Machinegunner")
HvyCyb-MG3Inc			_("Super Incendiary Machinegunner")
Cyb-MG4Inc				_("Hellspitter Machinegunner")
HvyCyb-MG4Inc			_("Super Hellspitter Machinegunner")

HvyCyb-Railgun-Gattling		_("Super Leadsprayer Cyborg")
HvyCyb-Railgun-GattlingInc	_("Super Hellsprayer Cyborg")
HvyCyb-Railgun-Shotgun		_("Super Gauss Shotgunner")
Cyb-Railgun-Sniper		_("Gauss Sniper")
HvyCyb-Railgun-Aslt		_("Super Auto Needlegunner")

HvyCyb-Rocket-Pod			_("Super Minipod Cyborg")
HvyCyb-Rocket-LtA-T		_("Super Lancer")
Cyb-Rocket-HvyA-T			_("Tank Killer")
HvyCyb-Rocket-MRL			_("Super MRL Cyborg")
Cyb-Rocket-Sunburst		_("Sunburst Cyborg")
HvyCyb-Rocket-Sunburst		_("Super Sunburst Cyborg")
HvyCyb-Missile-MdArt		_("Super Seraph Cyborg")
HvyCyb-Missile-LtSAM		_("Super Solar Flare Cyborg")
HvyCyb-Missile-HvySAM		_("Super Avenger Cyborg")
HvyCyb-Rocket-Pod2		_("Super Assault Pod Cyborg")
HvyCyb-Rocket-Pod3		_("Super Erinyes Cyborg")
HvyCyb-Rocket-TopAttack		_("Super Assault MRL Cyborg")
Cyb-Rocket-Cherub			_("Cherub Cyborg")
HvyCyb-Rocket-Cherub		_("Super Cherub Cyborg")
HvyCyb-Rocket-TopAtkInc		_("Super Incendiary MRL Cyborg")
HvyCyb-Rocket-TopAtkPlas	_("Super Ifrit Cyborg")

Cyb-SpyTurret01			_("Cyborg Hacker")
Cyb-SpyTurret02			_("Cyborg Hacker II")
Cyb-SpyTurret03			_("Cyborg Hacker II")
HvyCyb-SpyTurretNEXUS		_("Super Hacker")

//Structures

A0RepairCentre4				_("Repair Facility IV")

WindFarm				_("Wind Turbine")
WindTurbine				_("Wind Turbine")

SupercreteCWall			_("Supercrete Corner Wall")
SupercreteWall			_("Supercrete Wall")
SupercreteGate			_("Supercrete Gate")
PlascreteCWall			_("Plascrete Corner Wall")
PlascreteWall			_("Plascrete Wall")
PlascreteGate			_("Plascrete Gate")
PlasteelCWall			_("Plasteel Corner Wall")
PlasteelWall			_("Plasteel Wall")
PlasteelGate			_("Plasteel Gate")

TankTrapGate			_("Retractable Tank Traps")

Sys-RadarDetector02		_("Hardened Radar Detector Tower")
Sys-CB-Tower02			_("Hardened CB Radar Tower")
Sys-VTOL-CB-Tower02		_("Hardened VTOL CB Radar Tower")
Sys-VTOL-RadarTower02		_("Hardened VTOL Strike Tower")

//Bunkers

Bunker-Mortar				_("Mortar Bunker")
Bunker-MortarHvy				_("Bombard Bunker")
Bunker-MortarRot				_("Pepperpot Bunker")
Bunker-MortarInc				_("Incendiary Mortar Bunker")
Bunker2-MortarEMP				_("EMP Mortar Bunker")
Bunker3-MortarHvyPlas			_("Plasmite Bombard Bunker")
Bunker3-MortarRotPlas			_("Plasmite Pepperpot Bunker")
Bunker3-Mortar-Ramjet			_("Sureshot Mortar Bunker")
Bunker3-Mortar-RamjetHvy		_("Sureshot Bombard Bunker")
Bunker3-Mortar-RamjetRot		_("Sureshot Pepperpot Bunker")
Bunker3-MortarGattling			_("Gattling Mortar Bunker")
Bunker4-Mortar-Gauss			_("Gauss Mortar Bunker")
Bunker4-Mortar-GaussHvy			_("Gauss Bombard Bunker")
Bunker4-Mortar-GaussRot			_("Gauss Pepperpot Bunker")
Bunker4-Mortar-GaussInc			_("Gauss Incendiary Mortar Bunker")
Bunker4-Mortar-GaussHvyPlas		_("Gauss Plasmite Bombard Bunker")
Bunker4-Mortar-GaussRotPlas		_("Gauss Plasmite Pepperpot Bunker")
Bunker4-Mortar-GaussRamjet		_("Longshot Mortar Bunker")
Bunker4-Mortar-GaussRamjetHvy		_("Longshot Bombard Bunker")
Bunker4-Mortar-GaussRamjetRot		_("Longshot Pepperpot Bunker")
Bunker4-MortarGattlingGauss		_("Gauss Gattling Mortar Bunker")

Bunker2-Howitzer				_("Howitzer Bunker")
Bunker2-HowitzerHvy			_("Heavy Howitzer Bunker")
Bunker2-HowitzerRot			_("Rotary Howitzer Bunker")
Bunker2-HowitzerInc			_("Incendiary Howitzer Bunker")
Bunker3-HowitzerHvyPlas			_("Heavy Plasmite Howitzer Bunker")
Bunker3-HowitzerRotPlas			_("Rotary Plasmite Howitzer Bunker")
Bunker3-HowitzerBB			_("Ground Shaker Bunker")
Bunker3-HowitzerRamjet			_("Sureshot Howitzer Bunker")
Bunker3-HowitzerRamjetHvy		_("Heavy Sureshot Howitzer Bunker")
Bunker3-HowitzerRamjetRot		_("Rotary Sureshot Howitzer Bunker")
Bunker3-HowitzerGattling		_("Gattling Howitzer Bunker")
Bunker4-HowitzerGauss			_("Gauss Howitzer Bunker")
Bunker4-HowitzerGaussHvy		_("Heavy Gauss Howitzer Bunker")
Bunker4-HowitzerGaussRot		_("Rotary Gauss Howitzer Bunker")
Bunker4-HowitzerGaussInc		_("Gauss Incendiary Howitzer Bunker")
Bunker4-HowitzerGaussHvyPlas		_("Ragnarok Bunker")
Bunker4-HowitzerGaussRotPlas		_("Hellstorm Bunker")
Bunker4-HowitzerGaussBB			_("Meteor Launcher Bunker")
Bunker4-HowitzerGaussRamjet		_("Longshot Howitzer Bunker")
Bunker4-HowitzerGaussRamjetHvy	_("Heavy Longshot Howitzer Bunker")
Bunker4-HowitzerGaussRamjetRot	_("Rotary Longshot Howitzer Bunker")
Bunker4-HowitzerGattlingGauss		_("Shellstorm Bunker")

Bunker-Cannon-Med				_("Medium Cannon Bunker")
Bunker-Cannon-Hvy				_("Heavy Cannon Bunker")
Bunker2-Cannon-HPVMed			_("Medium HPV Cannon Bunker")
Bunker-Cannon-Aslt			_("Assault Cannon Bunker")
Bunker2-Cannon-HPVLgt			_("Light HPV Cannon Bunker")
Bunker2-Cannon-HPVHvy			_("Heavy HPV Cannon Bunker")
Bunker2-Cannon-HPVAslt			_("HPV Assault Cannon Bunker")
Bunker2-Cannon-HPVTwinAslt		_("Twin HPV Assault Cannon Bunker")
Bunker-Cannon-Flak			_("AA Flak Cannon Bunker")
Bunker2-Cannon-Shotgun			_("Blunderbuss Bunker")
Bunker2-Cannon-Sniper			_("Sniper Nest")
Bunker2-Cannon-Gattling			_("Ripper Cannon Bunker")
Bunker3-Cannon-HPVGattling		_("Shredder Cannon Bunker")
Bunker3-Cannon-Ramjet			_("Jet-Assisted Cannon Bunker")
Bunker2-Cannon-Inc			_("Incendiary Cannon Bunker")
Bunker3-Cannon-Plas			_("Thermite Cannon Bunker")

Bunker2-EMP-Cannon			_("EMP Bunker")

Bunker4-Flamer-PlasmaCannon		_("Plasma Cannon Bunker")

Bunker2-Laser-AP1				_("Light Laser Bunker")
Bunker2-Laser-AT1				_("Laser Cannon Bunker")
Bunker2-Laser-AP2				_("Heavy Laser Bunker")
Bunker2-Laser-AT2				_("Heavy Laser Cannon Bunker")
Bunker3-Laser-AP3				_("Flashlight Laser Bunker")
Bunker3-Laser-AT3				_("Pulse Laser Cannon Bunker")
Bunker3-Laser-AP4				_("Hyperion Laser Bunker")
Bunker3-Laser-AT4				_("Heavy Pulse Laser Cannon Bunker")
Bunker-Laser-AA				_("Stormbringer AA Bunker")
Bunker3-Laser-AA2				_("Tempest AA Bunker")
Bunker4-Laser-Plasma			_("Plasma Laser Bunker")

Bunker-MG3Twin				_("Twin Heavy MG Bunker")
Bunker2-MG5					_("Twin Assault Gun Bunker")
Bunker-MG-AntiTank			_("Vulcan Bunker")
Bunker-MG-AntiTankTwin			_("Twin Vulcan Bunker")
Bunker2-MG-AntiTank2			_("Punisher Bunker")
Bunker2-MG-AntiTank2Twin		_("Twin Punisher Bunker")
Bunker-MG-AALgt				_("Tornado AA Bunker")
Bunker-MG-AA				_("Hurricane AA Bunker")
Bunker2-MG-AA2Lgt				_("Cyclone AA Bunker")
Bunker2-MG-AA2				_("Whirlwind AA Bunker")
Bunker-MG3Inc				_("Incendiary MG Bunker")
Bunker-MG3IncTwin				_("Twin Incendiary MG Bunker")
Bunker3-MG4Inc				_("Hellspitter MG Bunker")
Bunker3-MG4IncTwin			_("Twin Hellspitter MG Bunker")
Bunker3-Railgun-Gattling		_("Leadsprayer Bunker")
Bunker3-MG-AntiTankGss			_("Hellfury Bunker")
Bunker3-MG-AntiTankGssTwin		_("Twin Hellfury Bunker")
Bunker3-Railgun-GattlingInc		_("Hellsprayer Bunker")
Bunker3-Railgun-GattlingTwin		_("Twin Leadsprayer Bunker")
Bunker3-Railgun-GattlingIncTwin	_("Twin Hellsprayer Bunker")
Bunker3-Railgun-GattlingAALgt		_("Dust Devil AA Bunker")
Bunker3-Railgun-GattlingAA		_("Sandstorm AA Bunker")
Bunker4-Railgun-Gattling		_("Leadsprayer Bunker")
Bunker4-Railgun-GattlingInc		_("Hellsprayer Bunker")
Bunker4-Railgun-GattlingAA		_("Sandstorm Bunker")

Bunker-Railgun-Proto			_("Hardcrete Proto-Railgun Bunker")
Bunker2-Railgun-Proto			_("Supercrete Proto-Railgun Bunker")
Bunker3-Railgun-Lgt			_("Needlegun Bunker")
Bunker3-Railgun-Med			_("Railgun Bunker")
Bunker3-Railgun-Hvy			_("Gauss Cannon Bunker")
Bunker3-Railgun-Aslt			_("Assault Needlegun Bunker")
Bunker3-Railgun-TwinAslt		_("Twin Assault Needlegun Bunker")
Bunker3-Railgun-Shotgun			_("Scattershot Bunker")
Bunker3-Railgun-Sniper			_("Gauss Sniper Nest")
Bunker3-Railgun-Flak			_("Gauss Flak Cannon Bunker")
Bunker4-Railgun-GattlingAT		_("Eviscerator Bunker")

Bunker2-Rocket-AT2			_("Tank Killer Bunker")
Bunker3-Rocket-AT3			_("Scourge Bunker")
Bunker-Rocket-ATHvy			_("Heavy Lancer Bunker")
Bunker2-Rocket-AT2Hvy			_("Heavy Tank Killer Bunker")
Bunker3-Rocket-AT3Hvy			_("Heavy Scourge Bunker")
Bunker-Rocket-Pod				_("Mini-Rocket Pod Bunker")
Bunker2-Rocket-Pod2			_("Rocket Assault Pod Bunker")
Bunker3-Rocket-Pod3			_("Erinyes Bunker")
Bunker-Rocket-PodTwin			_("Twin Minipod Bunker")
Bunker2-Rocket-Pod2Twin			_("Twin Assault Pod Bunker")
Bunker3-Rocket-Pod3Twin			_("Twin Erinyes Bunker")
Bunker-Rocket-PodQuad			_("Quad Minipod Bunker")
Bunker2-Rocket-Pod2Quad			_("Quad Assault Pod Bunker")
Bunker3-Rocket-Pod3Quad			_("Quad Erinyes Bunker")
Bunker4-Rocket-Pod3Quad			_("Plasteel Quad Erinyes Bunker")
Bunker-Rocket-MRL				_("Mini-Rocket Array Bunker")
Bunker-Rocket-MRLHvy			_("Heavy Mini-Rocket Array Bunker")
Bunker2-Rocket-TopAttack		_("Rocket Assault Array Bunker")
Bunker2-Rocket-TopAttackHvy		_("Heavy Rocket Assault Array Bunker")
Bunker3-Rocket-Seraph			_("Seraph Bunker")
Bunker3-Rocket-SeraphHvy		_("Heavy Seraph Bunker")
Bunker2-Rocket-TopAtkInc		_("Incendiary Rocket Array Bunker")
Bunker2-Rocket-TopAtkIncHvy		_("Heavy Incendiary Rocket Array Bunker")
Bunker3-Rocket-TopAtkPlas		_("Ifrit Bunker")
Bunker3-Rocket-TopAtkPlasHvy		_("Heavy Ifrit Bunker")
Bunker2-Rocket-Ripple			_("Ripple Rocket Bunker")
Bunker3-Rocket-Archangel		_("Archangel Bunker")
Bunker-Rocket-Sunburst			_("Sunburst AA Bunker")
Bunker3-Rocket-Cherub			_("Cherub AA Bunker")
Bunker2-Rocket-SAM			_("Solar Flare SAM Bunker")
Bunker2-Rocket-SAMHvy			_("Sunstorm SAM Bunker")
Bunker3-Rocket-SAM2			_("Avenger SAM Bunker")
Bunker3-Rocket-SAM2Hvy			_("Vindicator SAM Bunker")
Bunker4-Rocket-Gattling			_("Rocketstorm Bunker")
Bunker4-Rocket-LasProp-AT		_("Ballista Bunker")
Bunker4-Rocket-LasProp-AP		_("Apollo Bunker")
Bunker4-Rocket-LasProp-Plas		_("Sunrider Bunker")

Bunker3-SpyTurretNEXUS			_("NEXUS Link Bunker")

//Emplacements

Empl3-MortarHvyPlas			_("Plasmite Bombard Pit")
Empl3-MortarRotPlas			_("Plasmite Pepperpot Pit")
Empl3-Mortar-Ramjet			_("Sureshot Mortar Pit")
Empl3-Mortar-RamjetHvy			_("Sureshot Bombard Pit")
Empl3-Mortar-RamjetRot			_("Sureshot Pepperpot Pit")
Empl3-MortarGattling			_("Gattling Mortar Pit")
Empl4-Mortar-Gauss			_("Gauss Mortar Pit")
Empl4-Mortar-GaussHvy			_("Gauss Bombard Pit")
Empl4-Mortar-GaussRot			_("Gauss Pepperpot Pit")
Empl4-Mortar-GaussInc			_("Gauss Incendiary Mortar Pit")
Empl4-Mortar-GaussHvyPlas		_("Gauss Plasmite Bombard Pit")
Empl4-Mortar-GaussRotPlas		_("Gauss Plasmite Pepperpot Pit")
Empl4-Mortar-GaussRamjet		_("Longshot Mortar Pit")
Empl4-Mortar-GaussRamjetHvy		_("Longshot Bombard Pit")
Empl4-Mortar-GaussRamjetRot		_("Longshot Pepperpot Pit")
Empl4-MortarGattlingGauss		_("Gauss Gattling Mortar Pit")

Empl3-HowitzerHvyPlas			_("Heavy Plasmite Howitzer Emplacement")
Empl3-HowitzerRotPlas			_("Rotary Plasmite Howitzer Emplacement")
Empl3-HowitzerBB				_("Ground Shaker Emplacement")
Empl3-HowitzerRamjet			_("Sureshot Howitzer Emplacement")
Empl3-HowitzerRamjetHvy			_("Heavy Sureshot Howitzer Emplacement")
Empl3-HowitzerRamjetRot			_("Rotary Sureshot Howitzer Emplacement")
Empl3-HowitzerGattling			_("Gattling Howitzer Emplacement")
Empl4-HowitzerGauss			_("Gauss Howitzer Emplacement")
Empl4-HowitzerGaussHvy			_("Heavy Gauss Howitzer Emplacement")
Empl4-HowitzerGaussRot			_("Rotary Gauss Howitzer Emplacement")
Empl4-HowitzerGaussInc			_("Gauss Incendiary Howitzer Emplacement")
Empl4-HowitzerGaussHvyPlas		_("Ragnarok Emplacement")
Empl4-HowitzerGaussRotPlas		_("Hellstorm Emplacement")
Empl4-HowitzerGaussBB			_("Meteor Launcher Emplacement")
Empl4-HowitzerGaussRamjet		_("Longshot Howitzer Emplacement")
Empl4-HowitzerGaussRamjetHvy		_("Heavy Longshot Howitzer Emplacement")
Empl4-HowitzerGaussRamjetRot		_("Rotary Longshot Howitzer Emplacement")
Empl4-HowitzerGattlingGauss		_("Shellstorm Emplacement")

Empl-Flame1Mk1				_("Light Flamer Emplacement")
Empl-Flame1Med				_("Medium Flamer Emplacement")
Empl-Flame1Hvy				_("Heavy Flamer Emplacement")
Empl2-Flame2				_("Light Inferno Emplacement")
Empl2-Flame2Med				_("Medium Inferno Emplacement")
Empl2-Flame2Hvy				_("Heavy Inferno Emplacement")
Empl3-PlasmiteFlamer			_("Light Plasmite Flamer Emplacement")
Empl3-PlasmiteFlamerMed			_("Medium Plasmite Flamer Emplacement")
